dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,100,100,0.05,,,169.0,0.031706,0.144845,0.025727,0.130818,0.034531,0.1434,1.089088,0.027375,0.130715,-0.045556,0.03143,0.026477,0.130424,-0.149859,-0.055724,-2365.216795,-879.494153,0.697206,0.203007,,,,0.000141,0.168426,18.241375,0.164544,0.0,18.574511,0.00023,0.252264,20.303597,1.051333,0.492301,22.099728,40.674238,,,,,,,,,,,,,0.967211,0.997778
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,100,100,0.01,True,False,,0.024416,0.117148,0.020317,0.104917,0.033448,0.138314,1.369931,0.024414,0.116951,0.013743,-0.001167,0.022749,0.11436,0.024351,0.009055,384.326917,142.910061,0.433885,0.198924,,,,0.000135,0.130137,0.02663,0.000265,0.0,0.157193,0.00029,0.172312,0.027341,0.001146,0.038293,0.239384,0.396577,,,,,,60.624921,0.606249,60.624921,0.606249,0.357315,0.357315,60.624921,0.93181,0.977846
