dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,299,934,0.05,,,375.0,0.024341,0.12159,0.021118,0.113956,0.032363,0.134374,1.329586,0.025815,0.124996,-0.042938,0.008622,0.025931,0.125913,-0.109087,-0.040577,-1721.720844,-640.430618,0.644998,0.205944,,,,0.001092,7.161213,64.334451,0.187202,0.0,71.683984,0.00114,8.369812,72.256852,1.370783,857.990443,939.989032,1011.673016,,,,,,,,,,,,,1.004495,1.007329
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,299,934,0.01,True,False,,0.015032,0.09101,0.013884,0.085612,0.024647,0.11792,1.639666,0.015535,0.092404,0.001361,-0.000978,0.017235,0.096722,0.009042,0.003364,142.71654,53.086447,0.470443,0.178187,,,,0.001226,6.628417,1.246457,0.001103,0.0,7.877238,0.001129,8.210138,1.269447,0.008176,228.145378,237.634272,245.51151,,,,,,136.271079,0.455756,180.96048,0.605219,0.33599,0.451066,261.037432,1.10938,1.046733
