dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,50,436,0.05,,,135.0,0.031448,0.134499,0.02533,0.120482,0.038071,0.151895,1.210613,0.034176,0.142646,-0.032199,0.002557,0.037285,0.151893,-0.104568,-0.038896,-1650.39356,-613.898921,0.595704,0.245471,,,,0.000351,1.681939,19.884056,0.173034,0.0,21.739403,0.000418,2.090976,21.972347,1.156779,692.36272,717.583243,739.322646,,,,,,,,,,,,,1.090971,1.064824
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,50,436,0.01,True,False,,0.025514,0.115233,0.022185,0.107281,0.035599,0.134892,1.395253,0.025747,0.11561,0.006034,-0.006448,0.026294,0.120486,-0.02624,-0.00976,-414.142277,-154.049012,0.565228,0.21823,,,,0.000517,1.448796,0.255625,0.000575,0.0,1.705549,0.000497,1.667245,0.273265,0.004031,66.945195,68.890235,70.595784,,,,,,27.964805,0.559296,33.835172,0.676703,0.178349,0.377102,65.756182,1.021211,1.042176
