dataset,model,selection_mode,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,n_features,metric_scale,selection_design_seconds,selection_fit_seconds,selection_training_inference_seconds,selection_validation_inference_seconds,selection_total_inference_seconds,selection_total_seconds,training_mse,training_mae,training_rmse,training_sum_squared_error,training_sum_absolute_error,training_root_sum_squared_error,training_mean_gap,training_abs_mean_gap,training_cumulative_gap,training_abs_cumulative_gap,training_same_sign_gap_share,training_effect_direction,training_scaled_mse,training_scaled_mae,training_scaled_rmse,training_scaled_sum_squared_error,training_scaled_sum_absolute_error,training_scaled_root_sum_squared_error,training_scaled_mean_gap,training_abs_scaled_mean_gap,training_scaled_cumulative_gap,training_abs_scaled_cumulative_gap,training_scaled_mse_to_mae_ratio,training_scaled_rmse_to_mae_ratio,validation_mse,validation_mae,validation_rmse,validation_sum_squared_error,validation_sum_absolute_error,validation_root_sum_squared_error,validation_mean_gap,validation_abs_mean_gap,validation_cumulative_gap,validation_abs_cumulative_gap,validation_same_sign_gap_share,validation_effect_direction,validation_scaled_mse,validation_scaled_mae,validation_scaled_rmse,validation_scaled_sum_squared_error,validation_scaled_sum_absolute_error,validation_scaled_root_sum_squared_error,validation_scaled_mean_gap,validation_abs_scaled_mean_gap,validation_scaled_cumulative_gap,validation_abs_scaled_cumulative_gap,validation_scaled_mse_to_mae_ratio,validation_scaled_rmse_to_mae_ratio,selected_for_model
bess,SCM,single_validation_split,0.01,True,False,,536,2.688379967548493,5.380260589001409,0.43911072699847864,0.013881789000151912,0.0029542989996116376,0.01683608799976355,0.4559600180000416,0.12971384580187684,0.27178771979508,0.3601580844599727,3313.410477163142,6942.545514445523,57.56223134280969,0.014773649214512023,0.014773649214512023,377.3780955354951,377.3780955354951,0.47655026620732854,positive,0.017947544319339117,0.10109721210388294,0.13396844523744805,458.4520720931984,2582.427185981586,21.411493924833888,0.005495372452125496,0.005495372452125496,140.37379391709368,140.37379391709368,0.17752758899916082,1.3251448031997966,0.11338766459575889,0.25006535172674144,0.3367308488923444,827.3897885552526,1824.7268715500322,28.764384028782064,0.025069237406345233,0.025069237406345233,182.93022535410117,182.93022535410117,0.5121282718925586,positive,0.015688611520369378,0.09301711616114056,0.1252541876360602,114.47979826413534,678.7458966278426,10.699523272750769,0.009325035043020954,0.009325035043020954,68.0447807089239,68.0447807089239,0.16866370586237928,1.3465713925066536,True
bess,NN-SCM,single_validation_split,0.05,,,132.0,536,2.688379967548493,5.716769721000674,82.81041290699977,1.675750447999235,0.5056868499996199,2.1814372979988548,84.99186064899914,0.1865381648384811,0.3421321034777978,0.4319006423223761,4764.930882634161,8739.422451236867,69.02847877966138,-0.15368021579714325,0.15368021579714325,-3925.6074323222274,3925.6074323222274,0.6948011274663326,negative,0.025809904563313668,0.1272632989412522,0.16065461264250605,659.2882021652844,3250.813708155347,25.67660807360046,-0.05716461871172277,0.05716461871172277,-1460.2130203722465,1460.2130203722465,0.2028071311842084,1.2623797589646648,0.15010218323321192,0.3036348669672726,0.3874302301488772,1095.2956310527475,2215.623624260188,33.09525088366528,-0.15041087288707808,0.15041087288707808,-1097.5481394570088,1097.5481394570088,0.7113882417431822,negative,0.02076852759513706,0.11294343457117566,0.14411289878125783,151.54794586171514,824.1482420658688,12.310481138514252,-0.05594851721210981,0.05594851721210981,-408.2563300967653,408.2563300967653,0.18388432823909717,1.2759741133110267,True
