dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,50,50,0.05,,,198.0,0.033654,0.138082,0.03029,0.135404,0.044243,0.162841,1.314624,0.032114,0.134888,-0.021501,-0.042302,0.031261,0.136327,-0.128407,-0.047747,-2026.644737,-753.59781,0.671799,0.229312,,,,0.000132,0.080065,18.624219,0.156367,0.0,18.860804,0.000213,0.118394,20.527286,0.998958,0.452986,22.09784,40.958644,,,,,,,,,,,,,0.973464,1.010669
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,50,50,0.01,True,False,,0.033201,0.130744,0.026508,0.117354,0.041951,0.147073,1.263546,0.032683,0.129469,0.018748,-0.026985,0.02959,0.126268,-0.009425,-0.003505,-148.761675,-55.316292,0.583096,0.234343,,,,0.00012,0.052861,0.008188,0.000325,0.0,0.061556,0.000281,0.080332,0.008949,0.000593,0.027781,0.117939,0.179495,,,,,,30.076653,0.601533,30.076653,0.601533,0.343509,0.343509,30.076653,0.90536,0.975274
