dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,299,635,0.05,,,99.0,0.025679,0.126374,0.022135,0.117791,0.032071,0.137078,1.248921,0.025682,0.125409,-0.046709,0.005036,0.026281,0.126857,-0.131804,-0.049027,-2080.268699,-773.800104,0.660141,0.207169,,,,0.000314,1.071168,15.953578,0.176592,0.0,17.201675,0.000332,1.591865,17.904184,1.464502,761.408044,782.368929,799.570603,,,,,,,,,,,,,1.023332,1.011546
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,299,635,0.01,True,False,,0.017474,0.098756,0.015031,0.090285,0.028179,0.123419,1.612625,0.017788,0.099322,0.00434,0.001028,0.017867,0.098687,0.027349,0.010173,431.652523,160.562319,0.501996,0.181045,,,,0.000481,0.739673,0.618555,0.00077,0.0,1.359514,0.000366,1.062999,0.631951,0.005707,132.809008,134.510035,135.869549,,,,,,148.135846,0.495438,148.135846,0.495438,0.413857,0.413857,190.050176,1.004409,0.993612
