dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,2,340,0.05,,,255.0,0.084908,0.208483,0.068054,0.187382,0.090451,0.215159,1.065281,0.124158,0.263545,-0.192589,0.07267,0.218874,0.36445,-0.859188,-0.319593,-13560.559997,-5044.138165,0.856364,0.600559,,,,0.000186,0.655901,40.505305,0.184042,0.0,41.345479,0.00029,0.922409,45.597206,1.305378,622.642355,670.467642,711.813121,,,,,,,,,,,,,1.762864,1.382875
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,2,340,0.01,True,False,,0.176354,0.328506,0.155943,0.313714,0.245418,0.403321,1.39162,0.174551,0.328219,0.032512,0.08619,0.160861,0.323075,0.032367,0.01204,510.845587,190.019861,0.511563,0.497907,,,,0.000187,0.435256,0.227041,0.000445,0.0,0.662972,0.000305,0.629771,0.235336,0.003269,37.039959,37.908642,38.571614,,,,,,1.518289,0.759145,1.530094,0.765047,0.0,0.250141,6.075171,0.921572,0.984327
