timestep,action_normalized,requested_battery_power_kw,actual_battery_power_kw,requested_delta_soe_kwh,actual_delta_soe_kwh,soe_kwh,soc,capacity_kwh,power_battery_kw,load_kwh,pv_kwh,net_load_kwh,grid_energy_kwh,grid_buy_kwh,grid_sell_kwh,price,grid_emissions,baseline_step_profit,baseline_step_emissions,reward_profit_component,reward_emission_component,step_profit,total_profit,step_emissions,total_emissions,penalty_soe,penalty_aging,penalty_grid,raw_reward,reward,decision_time_seconds
0,-0.653089702129364,-1.8448281807435478,0.0,-0.9224140903717739,0.0,0.0,0.0,8.474309921264648,2.824769973754883,2.105,0.0,2.105,2.105,2.105,0.0,0.24614,1.0100194492761367,-0.5181247,2.126090940726268,0.0,0.0,-0.5181247,-0.5181247,2.126090940726268,2.126090940726268,0.9224140903717739,0.0,0.0,0.0,0.0,0.014229225000235601
1,-0.75909024477005,-2.144255330796682,0.0,-1.072127665398341,0.0,0.0,0.0,8.474309921264648,2.824769973754883,2.036,0.0,2.036,2.036,2.036,0.0,0.2427899999999999,1.0086042505143096,-0.4943204399999998,2.0535182540471344,0.0,0.0,-0.4943204399999998,-1.0124451399999999,2.0535182540471344,4.179609194773402,1.072127665398341,0.0,0.0,0.0,0.0,0.008201688999633916
2,-0.7000306248664856,-1.9774254898317167,0.0,-0.9887127449158584,0.0,0.0,0.0,8.474309921264648,2.824769973754883,1.854,0.0,1.854,1.854,1.854,0.0,0.2410399999999999,1.0058577644337745,-0.4468881599999998,1.864860295260218,0.0,0.0,-0.4468881599999998,-1.4593332999999997,1.864860295260218,6.04446949003362,0.9887127449158584,0.0,0.0,0.0,0.0,0.008237300000018877
3,-0.8545286655426025,-2.4138469161375724,0.0,-1.2069234580687862,0.0,0.0,0.0,8.474309921264648,2.824769973754883,1.807,0.0,1.807,1.807,1.807,0.0,0.24123,1.0084493370808598,-0.43590260999999997,1.8222679521051137,0.0,0.0,-0.43590260999999997,-1.8952359099999998,1.8222679521051137,7.866737442138734,1.2069234580687862,0.0,0.0,0.0,0.0,0.008091206999779388
4,-0.20345543324947357,-0.5747147988404038,0.0,-0.2873573994202019,0.0,0.0,0.0,8.474309921264648,2.824769973754883,0.728,0.0,0.728,0.728,0.728,0.0,0.2365399999999999,1.0069211806071423,-0.1722011199999999,0.7330386194819996,0.0,0.0,-0.1722011199999999,-2.06743703,0.7330386194819996,8.599776061620734,0.2873573994202019,0.0,0.0,0.0,0.0,0.008364781999716797
5,-0.5146461725234985,-1.4537570552522538,0.0,-0.7268785276261269,0.0,0.0,0.0,8.474309921264648,2.824769973754883,1.181,0.0,1.181,1.181,1.181,0.0,0.23507,1.0086558883254595,-0.27761767000000004,1.1912226041123677,0.0,0.0,-0.27761767000000004,-2.3450547,1.1912226041123677,9.7909986657331,0.7268785276261269,0.0,0.0,0.0,0.0,0.008315615999890724
6,-0.98813396692276,-2.791251159810713,0.0,-1.3956255799053565,0.0,0.0,0.0,8.474309921264648,2.824769973754883,1.8010000000000002,0.0,1.8010000000000002,1.8010000000000002,1.8010000000000002,0.0,0.23101,1.0118638873431471,-0.41604901,1.8223668611050081,0.0,0.0,-0.41604901,-2.76110371,1.8223668611050081,11.613365526838109,1.3956255799053565,0.0,0.0,0.0,0.0,0.008179985000424495
7,-0.31915417313575745,-0.9015371252724549,0.0,-0.45076856263622744,0.0,0.0,0.0,8.474309921264648,2.824769973754883,0.665,0.0,0.665,0.665,0.665,0.0,0.22352,1.014524848298966,-0.14864080000000002,0.6746590241188124,0.0,0.0,-0.14864080000000002,-2.90974451,0.6746590241188124,12.288024550956921,0.45076856263622744,0.0,0.0,0.0,0.0,0.008272893999674125
8,-0.11056553572416306,-0.31232220544573863,0.0,-0.15616110272286932,0.0,0.0,0.0,8.474309921264648,2.824769973754883,0.076,0.0,0.076,0.076,0.076,0.0,0.23591,1.0172455154739266,-0.01792916,0.07731065917601843,0.0,0.0,-0.01792916,-2.92767367,0.07731065917601843,12.36533521013294,0.15616110272286932,0.0,0.0,0.0,0.0,0.008480486999815184
9,-0.6326140761375427,-1.786989247248016,0.0,-0.893494623624008,0.0,0.0,0.0,8.474309921264648,2.824769973754883,1.09,0.0,1.09,1.09,1.09,0.0,0.2391499999999999,1.020054935136801,-0.2606734999999999,1.111859879299113,0.0,0.0,-0.2606734999999999,-3.1883471699999997,1.111859879299113,13.477195089432053,0.893494623624008,0.0,0.0,0.0,0.0,0.00830159699989963
