dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,2,338,0.05,,,483.0,0.081205,0.202962,0.064331,0.181483,0.097889,0.22611,1.205453,0.131897,0.274028,-0.21319,0.089137,0.243459,0.381934,-0.914486,-0.340163,-14433.333408,-5368.784764,0.864411,0.637439,,,,0.000309,1.016592,181.153007,0.307501,0.0,182.477455,0.000505,1.689417,201.907068,2.108806,1131.238294,1336.944102,1519.421557,,,,,,,,,,,,,1.845835,1.393777
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,2,338,0.01,True,False,,0.201586,0.351785,0.170127,0.329595,0.328513,0.478599,1.629645,0.206728,0.358912,0.046348,0.121321,0.171667,0.337778,0.03275,0.012182,516.887442,192.267257,0.511943,0.508225,,,,0.000324,0.782806,0.192207,0.001099,0.0,0.97649,0.000453,1.335186,0.204427,0.014589,72.695163,74.249832,75.226322,,,,,,1.492205,0.746103,1.492205,0.746103,0.0,0.0,5.850109,0.830402,0.941118
