timestep,action_normalized,requested_battery_power_kw,actual_battery_power_kw,requested_delta_soe_kwh,actual_delta_soe_kwh,soe_kwh,soc,capacity_kwh,power_battery_kw,load_kwh,pv_kwh,net_load_kwh,grid_energy_kwh,grid_buy_kwh,grid_sell_kwh,price,grid_emissions,baseline_step_profit,baseline_step_emissions,reward_profit_component,reward_emission_component,step_profit,total_profit,step_emissions,total_emissions,penalty_soe,penalty_aging,penalty_grid,raw_reward,reward,decision_time_seconds
0,-0.8572917580604553,-0.6351145594389465,0.0,-0.31755727971947323,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.965,0.0,0.965,0.965,0.965,0.0,0.24614,1.0100194492761367,-0.2375251,0.9746687685514719,0.0,0.0,-0.2375251,-0.2375251,0.9746687685514719,0.9746687685514719,0.31755727971947323,0.0,0.0,0.0,0.0,0.053708786001152475
1,-0.844738781452179,-0.6258148337233393,0.0,-0.3129074168616697,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.927,0.0,0.927,0.927,0.927,0.0,0.2427899999999999,1.0086042505143096,-0.22506632999999993,0.934976140226765,0.0,0.0,-0.22506632999999993,-0.4625914299999999,0.934976140226765,1.9096449087782368,0.3129074168616697,0.0,0.0,0.0,0.0,0.04448371900070924
2,-0.939142107963562,-0.6957524326365672,0.0,-0.3478762163182836,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,1.359,0.0,1.359,1.359,1.359,0.0,0.2410399999999999,1.0058577644337745,-0.32757335999999987,1.3669607018654995,0.0,0.0,-0.32757335999999987,-0.7901647899999997,1.3669607018654995,3.2766056106437365,0.3478762163182836,0.0,0.0,0.0,0.0,0.04428857200036873
3,-0.3815581500530243,-0.28267288713882266,0.0,-0.14133644356941133,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.06,0.0,0.06,0.06,0.06,0.0,0.24123,1.0084493370808598,-0.0144738,0.06050696022485159,0.0,0.0,-0.0144738,-0.8046385899999997,0.06050696022485159,3.3371125708685883,0.14133644356941133,0.0,0.0,0.0,0.0,0.04414281200115511
4,0.310403436422348,0.22995875081982575,0.22995875081982575,0.11497937540991288,0.11497937540991288,0.11497937540991288,0.051733906070391335,2.2225148677825928,0.7408382892608643,0.059,0.0,0.059,0.17397937540991287,0.17397937540991287,0.0,0.2365399999999999,1.0069211806071423,-0.013955859999999994,0.059408349655821396,-0.027197221459460776,-0.1157751684332213,-0.04115308145946077,-0.8457916714594604,0.1751835180890427,3.512296088957631,0.0,0.0,0.0,-0.07148619494634104,-0.6895069555499016,0.044365682999341516
5,-0.581610918045044,-0.4308796375399311,-0.22995875081982575,-0.21543981876996554,-0.11497937540991288,0.0,0.0,2.2225148677825928,0.7408382892608643,0.056,0.0,0.056,-0.058979375409912875,0.0,0.058979375409912875,0.23507,1.0086558883254595,-0.01316392,0.05648472974622573,0.016112888770495645,0.05648472974622573,0.002948968770495644,-0.8428427026889648,0.0,3.512296088957631,0.10046044336005266,0.0,0.0,0.03629880925836069,0.35011349366973005,0.04456379400107835
6,-0.514430046081543,-0.38110947528343786,0.0,-0.19055473764171893,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.067,0.0,0.067,0.067,0.067,0.0,0.23101,1.0118638873431471,-0.01547767,0.06779488045199086,0.0,0.0,-0.01547767,-0.8583203726889648,0.06779488045199086,3.580090969409622,0.19055473764171893,0.0,0.0,0.0,0.0,0.04413729400039301
7,-0.23456881940364838,-0.17377756288093948,0.0,-0.08688878144046974,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.065,0.0,0.065,0.065,0.065,0.0,0.22352,1.014524848298966,-0.0145288,0.06594411513943278,0.0,0.0,-0.0145288,-0.8728491726889648,0.06594411513943278,3.646035084549055,0.08688878144046974,0.0,0.0,0.0,0.0,0.04409649800072657
8,-0.33715957403182983,-0.24978072203366253,0.0,-0.12489036101683126,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.121,0.0,0.121,0.121,0.121,0.0,0.23591,1.0172455154739266,-0.02854511,0.12308670737234512,0.0,0.0,-0.02854511,-0.9013942826889648,0.12308670737234512,3.7691217919213997,0.12489036101683126,0.0,0.0,0.0,0.0,0.0442544050001743
9,0.07426293194293976,0.05501682345610348,0.05501682345610348,0.02750841172805174,0.02750841172805174,0.02750841172805174,0.012377155323823294,2.2225148677825928,0.7408382892608643,0.063,0.0,0.063,0.09050841172805174,0.09050841172805174,0.0,0.2391499999999999,1.020054935136801,-0.015066449999999993,0.06426346091361845,-0.006578636664763571,-0.02806009114097424,-0.021645086664763565,-0.9230393693537284,0.0923235520545927,3.8614453439759924,0.0,0.0,0.0,-0.017319363902868905,-0.16705074155495014,0.0441981650001253
10,-0.8981451988220215,-0.6653803526031652,-0.05501682345610348,-0.3326901763015826,-0.02750841172805174,0.0,0.0,2.2225148677825928,0.7408382892608643,0.478,0.0,0.478,0.45049158827194824,0.45049158827194824,0.0,0.24173,1.0237680164947986,-0.11554694,0.48936111188451376,0.006649608367021956,0.028162232111749785,-0.10889733163297804,-1.0319367009867064,0.46119887977276397,4.322644223748757,0.30518176457353086,0.0,0.0,0.01740592023938587,0.16788560479141368,0.04408560999945621
11,-0.9965532422065735,-0.7382847991136856,0.0,-0.3691423995568428,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,1.856,0.0,1.856,1.856,1.856,0.0,0.2405499999999999,1.0275343493455449,-0.4464607999999998,1.9071037523853314,0.0,0.0,-0.4464607999999998,-1.4783975009867063,1.9071037523853314,6.229747976134088,0.3691423995568428,0.0,0.0,0.0,0.0,0.04405140599919832
12,-0.9220961928367615,-0.6831241660351424,0.0,-0.3415620830175712,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,1.841,0.0,1.841,1.841,1.841,0.0,0.2397599999999999,1.0269066272037537,-0.4413981599999998,1.8905351006821105,0.0,0.0,-0.4413981599999998,-1.9197956609867062,1.8905351006821105,8.120283076816198,0.3415620830175712,0.0,0.0,0.0,0.0,0.045146219001253485
13,-0.539402186870575,-0.39960979334476576,0.0,-0.19980489667238288,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.082,0.0,0.082,0.082,0.082,0.0,0.24155,1.026269222972372,-0.0198071,0.0841540762837345,0.0,0.0,-0.0198071,-1.9396027609867061,0.0841540762837345,8.204437153099933,0.19980489667238288,0.0,0.0,0.0,0.0,0.04416840600060823
14,-0.2544935941696167,-0.1885385989324675,0.0,-0.09426929946623375,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.057,0.0,0.057,0.057,0.057,0.0,0.2415999999999999,0.9829095984224372,-0.013771199999999994,0.05602584711007892,0.0,0.0,-0.013771199999999994,-1.9533739609867062,0.05602584711007892,8.260463000210011,0.09426929946623375,0.0,0.0,0.0,0.0,0.04431331200066779
15,-0.3180077373981476,-0.23559230814576182,0.0,-0.11779615407288091,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.072,0.0,0.072,0.072,0.072,0.0,0.24414,0.8853690005234656,-0.01757808,0.06374656803768952,0.0,0.0,-0.01757808,-1.9709520409867063,0.06374656803768952,8.324209568247701,0.11779615407288091,0.0,0.0,0.0,0.0,0.04415573900041636
16,-0.38930544257164,-0.2884123780747174,0.0,-0.1442061890373587,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.057,0.013,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.0,0.2443,0.764925419697913,-0.0107492,0.033656718466708174,0.0,0.0,-0.0107492,-1.9817012409867063,0.033656718466708174,8.35786628671441,0.1442061890373587,0.0,0.0,0.0,0.0,0.04431401600049867
17,-0.3965551555156708,-0.2937832430098055,0.0,-0.14689162150490276,0.0,0.0,0.0,2.2225148677825928,0.7408382892608643,0.042,0.031,0.011000000000000003,0.011000000000000003,0.011000000000000003,0.0,0.2478699999999999,0.6733344658523692,-0.0027265699999999993,0.0074066791243760635,0.0,0.0,-0.0027265699999999993,-1.9844278109867064,0.0074066791243760635,8.365272965838786,0.14689162150490276,0.0,0.0,0.0,0.0,0.04433181300009892
18,0.24208800494670868,0.1793480634352953,0.1793480634352953,0.08967403171764765,0.08967403171764765,0.08967403171764765,0.04034800082445145,2.2225148677825928,0.7408382892608643,0.058,0.05,0.008,0.09767403171764766,0.09767403171764766,0.0,0.2495899999999999,0.6071251098686018,-0.001996719999999999,0.004857000878948814,-0.022381741576407668,-0.054443356358937316,-0.02437846157640767,-2.008806272563114,0.05930035723788613,8.424573323076672,0.0,0.0,0.0,-0.03841254896767249,-0.3705011815706806,0.04421223900135374
19,0.4970928132534027,0.36826538937452113,0.36826538937452113,0.18413269468726057,0.18413269468726057,0.2738067264049082,0.1231968030333519,2.2225148677825928,0.7408382892608643,0.067,0.1,-0.033,0.15113269468726057,0.15113269468726057,0.0,0.2495,0.5511416541741138,0.0016500000000000002,0.0,-0.03935760732447151,-0.08329552334972808,-0.03770760732447151,-2.0465138798875855,0.08329552334972808,8.5078688464264,0.0,0.0,0.0,-0.06132656533709979,-0.591514115300945,0.04404394200173556
20,0.3657720685005188,0.270977953487332,0.270977953487332,0.135488976743666,0.135488976743666,0.4092957031485742,0.18415881445010504,2.2225148677825928,0.7408382892608643,0.059,0.094,-0.035,0.100488976743666,0.100488976743666,0.0,0.2497599999999999,0.5152824216937024,0.0017500000000000003,0.0,-0.02684812683149801,-0.051780203289998356,-0.025098126831498008,-2.0716120067190835,0.051780203289998356,8.559649049716398,0.0,0.0,0.0,-0.03931416506074818,-0.379197553896527,0.044332016001135344
21,0.13128767907619476,0.09726293956783749,0.09726293956783749,0.048631469783918746,0.048631469783918746,0.45792717293249297,0.20604009429613748,2.2225148677825928,0.7408382892608643,0.04,0.106,-0.066,-0.017368530216081257,0.0,0.017368530216081257,0.2463199999999999,0.491872742745213,0.0033000000000000004,0.0,-0.0024315734891959375,0.0,0.0008684265108040629,-2.0707435802082794,0.0,8.559649049716398,0.0,0.0,0.0,-0.0012157867445979687,-0.011726647606505157,0.0442726830005995
22,0.4963085651397705,0.3676843883436618,0.3676843883436618,0.1838421941718309,0.1838421941718309,0.6417693671043239,0.28875818848609924,2.2225148677825928,0.7408382892608643,0.059,0.138,-0.07900000000000001,0.10484219417183088,0.10484219417183088,0.0,0.2477599999999999,0.4796571730450639,0.003950000000000001,0.0,-0.02992570202801281,-0.050288310472302075,-0.025975702028012807,-2.0967192822362923,0.050288310472302075,8.6099373601887,0.0,0.0,0.0,-0.040107006250157444,-0.3868447578798203,0.044336830998872756
23,0.7724928259849548,0.5722922636689844,0.5722922636689844,0.2861461318344922,0.2861461318344922,0.9279154989388161,0.41750699281692505,2.2225148677825928,0.7408382892608643,0.064,0.219,-0.155,0.13114613183449222,0.13114613183449222,0.0,0.2481,0.4779418295059281,0.00775,0.0,-0.04028735530813752,-0.06268022218160285,-0.03253735530813752,-2.12925663754443,0.06268022218160285,8.672617582370304,0.0,0.0,0.0,-0.05148378874487018,-0.4965774225960069,0.04415999799857673
24,0.7944705486297607,0.5885742021150122,0.5885742021150122,0.2942871010575061,0.2942871010575061,1.2222025999963222,0.5499187509218851,2.2225148677825928,0.7408382892608643,0.064,0.231,-0.167,0.1272871010575061,0.1272871010575061,0.0,0.24708,0.4804785369786671,0.008350000000000002,0.0,-0.03980009692928861,-0.06115872009236628,-0.03145009692928861,-2.1607067344737185,0.06115872009236628,8.73377630246267,0.0,0.0,0.0,-0.050479408510827446,-0.4868898576345605,0.04519397800140723
25,-0.4283173084259033,-0.3173138620350642,-0.3173138620350642,-0.1586569310175321,-0.1586569310175321,1.06354566897879,0.4785325328509013,2.2225148677825928,0.7408382892608643,0.514,0.081,0.433,0.2743430689824679,0.2743430689824679,0.0,0.24778,0.4863975210817249,-0.10728874,0.21061012662838688,0.0393120143675241,0.07717033794936184,-0.06797672563247589,-2.2286834601061942,0.13343978867902503,8.867216091141696,0.0,0.0,0.0,0.05824117615844297,0.5617545610141468,0.04438516499976686
