dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,2,338,0.05,,,604.0,0.080295,0.201123,0.063682,0.180746,0.105892,0.229653,1.318792,0.13245,0.274939,-0.215336,0.088721,0.271147,0.403986,-0.980104,-0.364571,-15468.985654,-5754.017602,0.873662,0.67118,,,,0.000157,0.545107,71.530541,0.160869,0.0,72.236698,0.000257,0.818803,78.526936,1.074945,649.236633,729.657579,801.894277,,,,,,,,,,,,,2.047163,1.469364
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,2,338,0.01,True,False,,0.201586,0.351785,0.170127,0.329595,0.328513,0.478599,1.629645,0.206728,0.358912,0.046348,0.121321,0.171667,0.337778,0.03275,0.012182,516.887442,192.267257,0.511943,0.508225,,,,0.000163,0.380587,0.210995,0.000446,0.0,0.592223,0.000269,0.567979,0.213574,0.003191,32.086812,32.871829,33.464052,,,,,,1.492205,0.746103,1.492205,0.746103,0.0,0.0,5.850109,0.830402,0.941118
