dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,299,299,0.05,,,56.0,0.023999,0.118766,0.019548,0.107629,0.032324,0.136508,1.346908,0.023624,0.120003,-0.031253,0.004977,0.022409,0.118448,-0.103862,-0.038621,-1639.254786,-609.548775,0.671799,0.18919,,,,0.00021,0.490864,7.587811,0.173192,0.0,8.2521,0.000273,0.737738,8.029865,1.132605,0.606157,10.506639,18.75874,,,,,,,,,,,,,0.948581,0.987046
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,299,299,0.01,True,False,,0.019452,0.103832,0.016454,0.094268,0.031034,0.127139,1.595431,0.019745,0.104238,0.004572,0.001099,0.017985,0.099096,0.001851,0.000688,29.213843,10.863023,0.434138,0.18149,,,,0.000191,0.352231,0.181619,0.000388,0.0,0.534459,0.000279,0.502711,0.212973,0.00283,0.11742,0.836215,1.370675,,,,,,164.300338,0.549499,164.300338,0.549499,0.392048,0.392048,164.300338,0.910855,0.950669
