dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,100,100,0.05,,,355.0,0.029687,0.138954,0.023758,0.124368,0.034064,0.141614,1.147451,0.027218,0.131075,-0.049972,0.03146,0.026093,0.129859,-0.152816,-0.056824,-2411.891809,-896.850026,0.701514,0.200935,,,,0.000253,0.272698,104.442408,0.290272,0.0,105.005674,0.000453,0.451778,116.577553,1.840323,0.87832,119.748434,224.754108,,,,,,,,,,,,,0.958664,0.990719
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,100,100,0.01,True,False,,0.024416,0.117148,0.020317,0.104917,0.033448,0.138314,1.369931,0.024414,0.116951,0.013743,-0.001167,0.022749,0.11436,0.024351,0.009055,384.326917,142.910061,0.433885,0.198924,,,,0.00026,0.205653,0.029877,0.000342,0.0,0.23618,0.000426,0.335786,0.03038,0.004642,0.073113,0.444356,0.680535,,,,,,60.624921,0.606249,60.624921,0.606249,0.357315,0.357315,60.624921,0.93181,0.977846
