Agent,Building,Total Profit,Total Cost,Total Emissions,Total Raw Reward,RuntimeSeconds,TrainingSeconds,InferenceTotalSeconds,InferenceMeanSeconds,InferenceMedianSeconds,InferenceMaxSeconds,NumInferenceDecisions,Seed,TrainSteps
LL_SAC,building_1,-1012.4808713136117,1012.4808713136117,4076.546043619661,1353.4224108985482,1259.5721436350013,424.9219519260005,773.1912747619645,0.04413192207545459,0.043908264000492636,0.49687666399950103,17520,1042,10000
LL_SAC,building_2,-1148.763966367088,1148.763966367088,4144.090653718447,191.67484648627857,1287.5453905629984,437.9494846059988,785.5930691840349,0.04483978705388327,0.04458702699957939,0.5063603770013287,17520,2042,10000
LL_SAC,building_3,-332.1816198307486,332.1816198307486,1409.7918910419091,181.23080142688755,1277.0576787129994,434.86542853299943,780.2572098950423,0.0445352288752878,0.04429855750004208,0.5282353920010792,17520,3042,10000
LL_SAC,building_4,-956.0405306080611,956.0405306080611,3822.3908043564616,147.65897530972896,1288.065510348999,432.9318765049993,789.8379749131818,0.04508207619367476,0.044814701499490184,0.5558544220002659,17520,4042,10000
LL_SAC,building_5,-1099.9109453966232,1099.9109453966232,4392.934667505975,91.42655470679266,1283.5282963270001,431.4983346600002,787.4104318789705,0.0449435178013111,0.044728108499839436,0.5762368100004096,17520,5042,10000
