Agent,Building,Total Profit,Total Cost,Total Emissions,Total Raw Reward,RuntimeSeconds,TrainingSeconds,InferenceTotalSeconds,InferenceMeanSeconds,InferenceMedianSeconds,InferenceMaxSeconds,NumInferenceDecisions
MPC,building_1,-960.8873849402554,960.8873849402554,3887.0136690573822,1473.9853413663548,620.596588014,0.0,579.191942407011,0.03305890082231798,0.030174251999994794,0.8194004580000183,17520
MPC,building_2,-1107.0703384136093,1107.0703384136093,3993.3222818286135,287.90584640793924,623.314292434,0.0,579.9265406230022,0.033100829944235285,0.03030614899989814,0.3851154179999412,17520
MPC,building_3,-284.010634192848,284.010634192848,1119.3504093870033,350.5370350732871,620.414711162,0.0,578.5081200070058,0.03301986986341357,0.03022015350006768,0.53056020300005,17520
MPC,building_4,-947.3171378752562,947.3171378752562,3780.7065397478373,172.86280398044053,617.1181491100001,0.0,576.1159864130132,0.03288333255782039,0.030172656000104325,0.3825908660001005,17520
MPC,building_5,-1093.495037560692,1093.495037560692,4345.741341213638,118.23117177092914,614.2899913630004,0.0,573.2908371609642,0.03272207974663038,0.03002692150016628,0.38674727799980246,17520
