time,treated_actual,period,evaluation_split,synthetic_scm,gap_scm,synthetic_nn_scm,gap_nn_scm
2010-07-01 00:30:00,4.752999782562256,pre,training,5.355903162766981,-0.602903380204725,4.84208869934082,-0.08908891677856445
2010-07-01 01:00:00,4.914999961853027,pre,training,4.733818525227564,0.18118143662546338,4.568622589111328,0.3463773727416992
2010-07-01 01:30:00,-1.8609999418258667,pre,training,-1.7422222501305766,-0.11877769169529007,-1.6450763940811157,-0.21592354774475098
2010-07-01 02:00:00,-2.3350000381469727,pre,training,-1.9890003089868429,-0.3459997291601298,-1.8139102458953857,-0.5210897922515869
2010-07-01 02:30:00,0.3799999952316284,pre,training,1.1390607646412243,-0.7590607694095959,1.0288583040237427,-0.6488583087921143
2010-07-01 03:00:00,1.3289999961853027,pre,training,0.985294953497309,0.34370504268799373,0.9817589521408081,0.34724104404449463
2010-07-01 03:30:00,3.3910000324249268,pre,training,4.123930579501579,-0.7329305470766521,4.123353004455566,-0.7323529720306396
2010-07-01 04:00:00,3.2980000972747803,pre,training,4.052112146979731,-0.7541120497049505,4.138519763946533,-0.8405196666717529
2010-07-01 04:30:00,3.303999900817871,pre,training,3.900147132055684,-0.5961472312378131,3.9919729232788086,-0.6879730224609375
2010-07-01 05:00:00,1.3380000591278076,pre,training,0.8327165774249177,0.50528348170289,1.0166659355163574,0.3213341236114502
2010-07-01 05:30:00,-2.953000068664551,pre,training,-2.4026943961487186,-0.5503056725158322,-2.2194571495056152,-0.7335429191589355
2010-07-01 06:00:00,3.318000078201294,pre,training,3.7777685646659513,-0.4597684864646574,3.9551351070404053,-0.6371350288391113
2010-07-01 06:30:00,0.1080000028014183,pre,training,0.6888517626977553,-0.580851759896337,0.7875629663467407,-0.6795629635453224
2010-07-01 07:00:00,-2.8380000591278076,pre,training,-2.7626054732006677,-0.07539458592713988,-2.700291156768799,-0.1377089023590088
2010-07-01 07:30:00,3.990999937057495,pre,training,3.541995831200439,0.44900410585705597,3.875274658203125,0.11572527885437012
2010-07-01 08:00:00,-2.38700008392334,pre,training,-2.331067835456222,-0.05593224846711786,-2.184499740600586,-0.2025003433227539
2010-07-01 08:30:00,-2.9760000705718994,pre,training,-2.30152441912344,-0.6744756514484593,-2.002483367919922,-0.9735167026519775
2010-07-01 09:00:00,-2.927999973297119,pre,training,-2.7267555876159877,-0.20124438568113145,-2.582230567932129,-0.34576940536499023
2010-07-01 09:30:00,3.257999897003174,pre,training,3.3897033582387266,-0.13170346123555277,3.350924015045166,-0.09292411804199219
2010-07-01 10:00:00,-3.447999954223633,pre,training,-2.8834918338343156,-0.5645081203893172,-2.6919565200805664,-0.7560434341430664
2010-07-01 10:30:00,-0.0989999994635582,pre,training,0.17511295972714463,-0.27411295919070283,0.052862778306007385,-0.15186277776956558
2010-07-01 11:00:00,0.2070000022649765,pre,training,0.12315487212327333,0.08384513014170317,-0.18354707956314087,0.39054708182811737
2010-07-01 11:30:00,0.6790000200271606,pre,training,0.048479990941113764,0.6305200290860469,-0.2682758569717407,0.9472758769989014
2010-07-01 12:00:00,0.8619999885559082,pre,training,-0.17033011708051218,1.0323301056364205,-0.2421106994152069,1.1041106879711151
2010-07-01 12:30:00,4.039000034332275,pre,training,3.0892746953807,0.9497253389515752,2.9393224716186523,1.099677562713623
2010-07-01 13:00:00,-2.8529999256134033,pre,training,-3.581280074951979,0.7282801493385755,-3.402080535888672,0.5490806102752686
2010-07-01 13:30:00,3.2260000705718994,pre,training,2.7810973809856607,0.4449026895862387,2.6846249103546143,0.5413751602172852
2010-07-01 14:00:00,2.492000102996826,pre,training,2.9315421512578363,-0.4395420482610102,3.028945207595825,-0.536945104598999
2010-07-01 14:30:00,3.236999988555908,pre,training,3.0661786918673273,0.17082129668858093,3.156919240951538,0.08008074760437012
2010-07-01 15:00:00,-2.0139999389648438,pre,training,-3.037858046364926,1.0238581074000823,-2.802324056625366,0.7883241176605225
2010-07-01 15:30:00,-1.503999948501587,pre,training,-2.8613419549364894,1.3573420064349024,-2.600229024887085,1.096229076385498
2010-07-01 16:00:00,1.8320000171661377,pre,training,0.5866297925612745,1.2453702246048632,0.8227488398551941,1.0092511773109436
2010-07-01 16:30:00,5.130000114440918,pre,training,3.779202839367955,1.350797275072963,3.7506723403930664,1.3793277740478516
2010-07-01 17:00:00,4.788000106811523,pre,training,3.7465840831897173,1.0414160236218062,3.7168519496917725,1.071148157119751
2010-07-01 17:30:00,1.746000051498413,pre,training,0.7874058266718923,0.9585942248265208,0.4856409728527069,1.2603590786457062
2010-07-01 18:00:00,-2.2899999618530273,pre,training,-2.638239625814561,0.3482396639615337,-2.6432693004608154,0.3532693386077881
2010-07-01 18:30:00,-2.986999988555908,pre,training,-2.500940872284037,-0.48605911627187126,-2.4947452545166016,-0.49225473403930664
2010-07-01 19:00:00,-2.618000030517578,pre,training,-2.4311307566048135,-0.18686927391276464,-2.3292107582092285,-0.2887892723083496
2010-07-01 19:30:00,0.39500001072883606,pre,training,0.6865524288583922,-0.2915524181295561,0.6466234922409058,-0.2516234815120697
2010-07-01 20:00:00,0.5400000214576721,pre,training,0.6767588943331058,-0.13675887287543365,0.859319269657135,-0.3193192481994629
2010-07-01 20:30:00,0.4059999883174896,pre,training,0.3336742009187268,0.07232578739876283,0.47427627444267273,-0.0682762861251831
2010-07-01 21:00:00,3.743000030517578,pre,training,3.687275223160475,0.05572480735710306,3.4944534301757812,0.24854660034179688
2010-07-01 21:30:00,3.694999933242798,pre,training,3.5111031528102887,0.18389678043250912,3.6315176486968994,0.06348228454589844
2010-07-01 22:00:00,3.4159998893737793,pre,training,3.383491932296693,0.032507957077086314,3.699598789215088,-0.2835988998413086
2010-07-01 22:30:00,-2.822000026702881,pre,training,-2.829948686775245,0.007948660072364166,-2.7176506519317627,-0.10434937477111816
2010-07-01 23:00:00,-3.072000026702881,pre,training,-2.6239044070535726,-0.4480956196493082,-2.7268898487091064,-0.3451101779937744
2010-07-01 23:30:00,-3.121999979019165,pre,training,-2.597309609681049,-0.5246903693381162,-2.794738531112671,-0.32726144790649414
2010-07-02 00:00:00,4.400000095367432,pre,training,4.525247866870442,-0.1252477715030107,4.269725799560547,0.13027429580688477
2010-07-02 00:30:00,4.553999900817871,pre,training,5.165087576550768,-0.6110876757328967,4.735614776611328,-0.18161487579345703
2010-07-02 01:00:00,4.783999919891357,pre,training,4.874908428658842,-0.0909085087674848,4.756950378417969,0.027049541473388672
2010-07-02 01:30:00,-1.8220000267028809,pre,training,-1.5289123812357315,-0.2930876454671494,-1.5657848119735718,-0.2562152147293091
2010-07-02 02:00:00,-1.871000051498413,pre,training,-1.6068943153004238,-0.26410573619798927,-1.6627395153045654,-0.20826053619384766
2010-07-02 02:30:00,-2.9110000133514404,pre,training,-1.9419445752767823,-0.9690554380746581,-1.8375625610351562,-1.0734374523162842
2010-07-02 03:00:00,0.7009999752044678,pre,training,0.9725208163366663,-0.27152084113219854,0.7920454740524292,-0.09104549884796143
2010-07-02 03:30:00,1.13100004196167,pre,training,1.0186092856315696,0.11239075633010032,1.016711950302124,0.1142880916595459
2010-07-02 04:00:00,3.319999933242798,pre,training,3.870728314557037,-0.5507283813142392,3.9550821781158447,-0.6350822448730469
2010-07-02 04:30:00,3.2799999713897705,pre,training,3.942572993591785,-0.6625730222020145,4.079132080078125,-0.7991321086883545
2010-07-02 05:00:00,3.7780001163482666,pre,training,3.918065253483864,-0.14006513713559743,4.010732173919678,-0.23273205757141113
2010-07-02 05:30:00,1.034000039100647,pre,training,0.6708668739518232,0.36313316514882377,0.8081352710723877,0.22586476802825928
2010-07-02 06:00:00,0.08399999886751175,pre,training,0.5332555499768794,-0.44925555110936766,0.6957669258117676,-0.6117669269442558
2010-07-02 06:30:00,0.11599999666213989,pre,training,0.5287485065165013,-0.4127485098543614,0.5841973423957825,-0.4681973457336426
2010-07-02 07:00:00,-3.119999885559082,pre,training,-2.7394256130350003,-0.3805742725240817,-2.513800859451294,-0.6061990261077881
2010-07-02 07:30:00,3.990999937057495,pre,training,3.7359757342560704,0.2550242028014247,3.952376127243042,0.038623809814453125
2010-07-02 08:00:00,1.0290000438690186,pre,training,0.5165037907520281,0.5124962531169904,0.5732067823410034,0.45579326152801514
2010-07-02 08:30:00,-3.0190000534057617,pre,training,-2.637461830198655,-0.3815382232071065,-2.6493582725524902,-0.3696417808532715
2010-07-02 09:00:00,3.184000015258789,pre,training,3.6220911025327704,-0.4380910872739814,3.5476300716400146,-0.3636300563812256
2010-07-02 09:30:00,-3.2239999771118164,pre,training,-2.809578223552045,-0.4144217535597714,-2.738034963607788,-0.4859650135040283
2010-07-02 10:00:00,-2.73799991607666,pre,training,-2.5689171061729117,-0.16908280990374847,-2.8610689640045166,0.12306904792785645
2010-07-02 10:30:00,-1.9199999570846558,pre,training,-2.5221044658043783,0.6021045087197225,-2.6779308319091797,0.7579308748245239
2010-07-02 11:00:00,1.152999997138977,pre,training,0.5040333238953149,0.6489666732436622,0.28623780608177185,0.8667621910572052
2010-07-02 11:30:00,1.1970000267028809,pre,training,0.8853795418678699,0.3116204848350109,0.39712780714035034,0.7998722195625305
2010-07-02 12:00:00,0.8849999904632568,pre,training,0.4772737008871582,0.40772628957609863,0.22490188479423523,0.6600981056690216
2010-07-02 12:30:00,4.10699987411499,pre,training,3.652786587094882,0.4542132870201083,3.5347204208374023,0.5722794532775879
2010-07-02 13:00:00,4.489999771118164,pre,training,3.7301997574558294,0.7598000136623346,3.349390983581543,1.140608787536621
2010-07-02 13:30:00,-2.8889999389648438,pre,training,-2.9683418612883705,0.07934192232352677,-3.1386160850524902,0.24961614608764648
2010-07-02 14:00:00,-2.3350000381469727,pre,training,-2.846709310988333,0.5117092728413604,-2.893737554550171,0.5587375164031982
2010-07-02 14:30:00,1.0230000019073486,pre,training,0.4000148498200753,0.6229851520872733,0.6171468496322632,0.40585315227508545
2010-07-02 15:00:00,4.165999889373779,pre,training,3.745574014756848,0.42042587461693115,3.7294609546661377,0.4365389347076416
2010-07-02 15:30:00,3.50600004196167,pre,training,3.935455429990974,-0.42945538802930416,3.933845043182373,-0.4278450012207031
2010-07-02 16:00:00,-3.131999969482422,pre,training,-2.454519584067156,-0.677480385415266,-2.4933316707611084,-0.6386682987213135
2010-07-02 16:30:00,3.3970000743865967,pre,training,3.818053623030155,-0.42105354864355826,3.933567523956299,-0.5365674495697021
2010-07-02 17:00:00,3.6389999389648438,pre,training,4.041335616913243,-0.40233567794839953,3.8767588138580322,-0.23775887489318848
2010-07-02 17:30:00,1.0829999446868896,pre,training,0.9308284863163997,0.15217145837048995,0.7520002126693726,0.3309997320175171
2010-07-02 18:00:00,-2.009999990463257,pre,training,-2.322135766397101,0.31213577593384434,-2.1873984336853027,0.1773984432220459
2010-07-02 18:30:00,-2.6449999809265137,pre,training,-2.3506139388752163,-0.29438604205129737,-1.9454729557037354,-0.6995270252227783
2010-07-02 19:00:00,-2.7950000762939453,pre,training,-2.2049579675831037,-0.5900421087108416,-1.8408198356628418,-0.9541802406311035
2010-07-02 19:30:00,0.2619999945163727,pre,training,1.2490344635963258,-0.9870344690799531,1.296083688735962,-1.0340836942195892
2010-07-02 20:00:00,1.100000023841858,pre,training,0.9788874076356807,0.12111261620617719,1.256205677986145,-0.1562056541442871
2010-07-02 20:30:00,4.211999893188477,pre,training,4.040721249939892,0.17127864324858422,4.124107837677002,0.08789205551147461
2010-07-02 21:00:00,4.017000198364258,pre,training,3.6112926559840486,0.40570754238020923,3.678614854812622,0.33838534355163574
2010-07-02 21:30:00,3.7260000705718994,pre,training,3.7296123706258664,-0.0036123000539669547,3.7056007385253906,0.02039933204650879
2010-07-02 22:00:00,0.4350000023841858,pre,training,0.5115833188886245,-0.07658331650443873,0.6983826160430908,-0.26338261365890503
2010-07-02 22:30:00,-2.7980000972747803,pre,training,-2.5219054496140036,-0.2760946476607766,-2.3840601444244385,-0.4139399528503418
2010-07-02 23:00:00,-3.058000087738037,pre,training,-2.5192497654915265,-0.5387503222465106,-2.5347142219543457,-0.5232858657836914
2010-07-02 23:30:00,-3.0799999237060547,pre,training,-2.4462043476919386,-0.6337955760141161,-2.732621908187866,-0.3473780155181885
2010-07-03 00:00:00,1.0989999771118164,pre,training,1.5580012464351836,-0.45900126932336716,1.0704903602600098,0.02850961685180664
2010-07-03 00:30:00,5.179999828338623,pre,training,5.17223994821174,0.007759880126883445,4.752373695373535,0.4276261329650879
2010-07-03 01:00:00,5.833000183105469,pre,training,4.772979685596545,1.0600204975089236,4.675798416137695,1.1572017669677734
2010-07-03 01:30:00,-1.1579999923706055,pre,training,-1.7641869677165731,0.6061869753459677,-1.5320791006088257,0.3740791082382202
2010-07-03 02:00:00,-1.312999963760376,pre,training,-1.8205560175767843,0.5075560538164083,-1.6697052717208862,0.35670530796051025
2010-07-03 02:30:00,0.7289999723434448,pre,training,1.2360293714923773,-0.5070293991489325,1.2911345958709717,-0.5621346235275269
2010-07-03 03:00:00,1.6740000247955322,pre,training,0.9669407932390918,0.7070592315564405,0.9948914647102356,0.6791085600852966
2010-07-03 03:30:00,1.3830000162124634,pre,training,0.8572493815019853,0.5257506347104781,1.06552255153656,0.3174774646759033
2010-07-03 04:00:00,3.3310000896453857,pre,training,3.8611510184394415,-0.5301509287940558,4.002569198608398,-0.6715691089630127
