Agent,Building,Total Profit,Total Cost,Total Emissions,Total Raw Reward,RuntimeSeconds,TrainingSeconds,InferenceTotalSeconds,InferenceMeanSeconds,InferenceMedianSeconds,InferenceMaxSeconds,NumInferenceDecisions,Seed,TrainSteps
LL_DDPG,building_1,-1321.1297464516215,1321.1297464516215,6232.258186929619,121.24190167456196,607.545332744,406.3932046069999,139.98826658999087,0.007990197864725506,0.008018859999992856,0.014229225000235601,17520,1042,10000
LL_DDPG,building_2,-1123.110677220959,1123.110677220959,4236.578084034993,158.25777590107324,606.5357384770005,406.8547841469999,139.4152956899752,0.007957494046231462,0.007919562499864696,0.013877620000130264,17520,2042,10000
LL_DDPG,building_3,-376.02308719106423,376.02308719106423,1692.4618269601858,17.97509978759149,609.6965016690001,409.8610972030001,139.51431380594295,0.007963145765179392,0.007928574999823468,0.305348359999698,17520,3042,10000
LL_DDPG,building_4,-994.7027162799993,994.7027162799993,4079.0465693039814,0.0,613.9362809869999,408.2512586769999,143.01080789701155,0.008162717345719836,0.008199493000120128,0.014075665000746085,17520,4042,10000
LL_DDPG,building_5,-1097.0886628860644,1097.0886628860644,4404.731160893301,86.93944926840533,618.8259081039996,412.01860300599947,143.817991797001,0.008208789486130194,0.008237861499310384,0.014018379999470199,17520,5042,10000
