dataset,kind,model,selection_mode,treated_unit,n_all_controls,n_used_current_controls,requested_control_group_size,effective_control_group_size,n_features,n_effective_pre,n_dropped_initial_pre,n_training,n_validation,n_test,n_post,lambda,sum_to_one_constraint,positive_weights_constraint,standardize_features,metric_scale,best_epoch,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,training_mse,training_mae,training_rmse,training_sum_squared_error,training_sum_absolute_error,training_root_sum_squared_error,training_mean_gap,training_abs_mean_gap,training_cumulative_gap,training_abs_cumulative_gap,training_same_sign_gap_share,training_effect_direction,training_scaled_mse,training_scaled_mae,training_scaled_rmse,training_scaled_sum_squared_error,training_scaled_sum_absolute_error,training_scaled_root_sum_squared_error,training_scaled_mean_gap,training_abs_scaled_mean_gap,training_scaled_cumulative_gap,training_abs_scaled_cumulative_gap,training_scaled_mse_to_mae_ratio,training_scaled_rmse_to_mae_ratio,validation_mse,validation_mae,validation_rmse,validation_sum_squared_error,validation_sum_absolute_error,validation_root_sum_squared_error,validation_mean_gap,validation_abs_mean_gap,validation_cumulative_gap,validation_abs_cumulative_gap,validation_same_sign_gap_share,validation_effect_direction,validation_scaled_mse,validation_scaled_mae,validation_scaled_rmse,validation_scaled_sum_squared_error,validation_scaled_sum_absolute_error,validation_scaled_root_sum_squared_error,validation_scaled_mean_gap,validation_abs_scaled_mean_gap,validation_scaled_cumulative_gap,validation_abs_scaled_cumulative_gap,validation_scaled_mse_to_mae_ratio,validation_scaled_rmse_to_mae_ratio,test_mse,test_mae,test_rmse,test_sum_squared_error,test_sum_absolute_error,test_root_sum_squared_error,test_mean_gap,test_abs_mean_gap,test_cumulative_gap,test_abs_cumulative_gap,test_same_sign_gap_share,test_effect_direction,test_scaled_mse,test_scaled_mae,test_scaled_rmse,test_scaled_sum_squared_error,test_scaled_sum_absolute_error,test_scaled_root_sum_squared_error,test_scaled_mean_gap,test_abs_scaled_mean_gap,test_scaled_cumulative_gap,test_abs_scaled_cumulative_gap,test_scaled_mse_to_mae_ratio,test_scaled_rmse_to_mae_ratio,test_train_mse_ratio,test_train_mae_ratio,test_train_scaled_mse_ratio,test_train_scaled_mae_ratio,pre_mse,pre_mae,pre_rmse,pre_sum_squared_error,pre_sum_absolute_error,pre_root_sum_squared_error,pre_mean_gap,pre_abs_mean_gap,pre_cumulative_gap,pre_abs_cumulative_gap,pre_same_sign_gap_share,pre_effect_direction,pre_scaled_mse,pre_scaled_mae,pre_scaled_rmse,pre_scaled_sum_squared_error,pre_scaled_sum_absolute_error,pre_scaled_root_sum_squared_error,pre_scaled_mean_gap,pre_abs_scaled_mean_gap,pre_scaled_cumulative_gap,pre_abs_scaled_cumulative_gap,pre_scaled_mse_to_mae_ratio,pre_scaled_rmse_to_mae_ratio,pre_gap_trend_seasonal_period,pre_gap_trend_scaled_per_step,pre_gap_trend_scaled_total,post_mse,post_mae,post_rmse,post_sum_squared_error,post_sum_absolute_error,post_root_sum_squared_error,post_mean_gap,post_abs_mean_gap,post_cumulative_gap,post_abs_cumulative_gap,post_same_sign_gap_share,post_effect_direction,post_scaled_mse,post_scaled_mae,post_scaled_rmse,post_scaled_sum_squared_error,post_scaled_sum_absolute_error,post_scaled_root_sum_squared_error,post_scaled_mean_gap,post_abs_scaled_mean_gap,post_scaled_cumulative_gap,post_abs_scaled_cumulative_gap,post_scaled_mse_to_mae_ratio,post_scaled_rmse_to_mae_ratio,post_to_pre_mse_ratio,post_to_pre_mae_ratio,post_to_pre_rmse_ratio,post_to_pre_sum_squared_error_ratio,post_to_pre_sum_absolute_error_ratio,post_to_pre_root_sum_squared_error_ratio,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio,post_to_pre_scaled_rmse_ratio,post_to_pre_scaled_sum_squared_error_ratio,post_to_pre_scaled_sum_absolute_error_ratio,post_to_pre_scaled_root_sum_squared_error_ratio,post_to_test_mse_ratio,post_to_test_mae_ratio,post_to_test_rmse_ratio,post_to_test_sum_squared_error_ratio,post_to_test_sum_absolute_error_ratio,post_to_test_root_sum_squared_error_ratio,post_to_test_scaled_mse_ratio,post_to_test_scaled_mae_ratio,post_to_test_scaled_rmse_ratio,post_to_test_scaled_sum_squared_error_ratio,post_to_test_scaled_sum_absolute_error_ratio,post_to_test_scaled_root_sum_squared_error_ratio,weight_sum,min_weight,max_weight,n_active_weights,effective_donor_number_without_lags,effective_donor_share_without_lags,negative_weight_share_without_lags,top_donor_abs_weight_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_with_lags,top_donor_abs_weight_share_with_lags,effective_feature_number_all_features,negative_weight_share_all_features,effective_donor_number,effective_donor_share
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,299,299,,299,934,36489,336,25544,7297,3648,15783,0.01,True,False,False,2.688379967548493,,0.002808501998515567,18.12773405400003,2.130878414998733,0.0032188930017582607,0.0,20.264693752000312,0.0026967439989675768,22.038444081001217,2.198875053996744,0.04183176299920888,476.24628312300047,500.5281400049971,520.7928337569974,0.10863900898542653,0.24467054482655912,0.329604321854897,2775.0748455237353,6249.864397049626,52.678979161746625,0.004169698636273096,0.004169698636273096,106.51078196495996,106.51078196495996,0.45357031005324144,positive,0.015031575207114954,0.09101040320936173,0.12260332461689183,383.96655709054437,2324.769739579936,19.595064610522325,0.001551007925444186,0.001551007925444186,39.618946447546286,39.618946447546286,0.16516326350665744,1.3471352756767077,0.10034858251715846,0.2301585989878748,0.31677844389597987,732.2436066277053,1679.4672968145223,27.06000012246314,0.005421195487229712,0.005421195487229712,39.5584634703152,39.5584634703152,0.4729340824996574,positive,0.013884490286876543,0.08561237688352295,0.1178324670321238,101.31512562333813,624.713514119067,10.065541496776918,0.0020165287469290456,0.0020165287469290456,14.714610266341245,14.714610266341245,0.16217853997637072,1.376348506156263,0.1781316564545833,0.3170127535551954,0.42205646121648616,649.8242827463198,1156.462524969353,25.491651236165925,0.024236802256494622,0.024236802256494622,88.41585463169238,88.41585463169238,0.45476973684210525,positive,0.0246467582479901,0.11791962348398102,0.15699286050005617,89.91137408866788,430.17078646956276,9.48216083435985,0.009015393117437905,0.009015393117437905,32.88815409241348,32.88815409241348,0.20901320339899385,1.3313548318900723,1.639665697599275,1.2956719157997458,1.6396656975992745,1.2956719157997456,0.1122807525785366,0.2484173512394472,0.33508320247147066,4097.012380838222,9064.500729376188,64.00790873664145,0.003660157781765683,0.003660157781765683,133.555497298848,133.555497298848,0.45331469758009263,positive,0.015535456301172118,0.09240410739482503,0.1246413105722662,566.8732649734694,3371.7334747297705,23.809100465441137,0.0013614733876712165,0.0013614733876712165,49.67880244273502,49.67880244273502,0.16812517039737304,1.3488719721050686,48,-2.6807375213534525e-08,-0.0009781475067914477,0.12456199564753251,0.260026734568131,0.3529334153172982,1965.9619773050056,4104.001951688812,44.33916978592411,0.009042421622594474,0.009042421622594474,142.71654046940859,142.71654046940859,0.47044288158144837,positive,0.01723472096266434,0.09672246397716125,0.13128107617880172,272.0156009537313,1526.570648951536,16.492895469071865,0.0033635206822494545,0.0033635206822494545,53.08644692794314,53.08644692794314,0.17818736469259008,1.3572966483753006,1.1093797715722078,1.046733383440248,1.05327098677036,0.47985258392184366,0.4527554328931304,0.6927139264673721,1.1093797715722078,1.0467333834402481,1.05327098677036,0.4798525839218437,0.4527554328931304,0.6927139264673721,0.6992692827694611,0.820240610675802,0.8362232254425018,3.0253747505346507,3.5487548131294364,1.739360442960185,0.6992692827694612,0.8202406106758021,0.8362232254425018,3.025374750534651,3.548754813129437,1.739360442960185,0.9999999999999247,-0.043264377987706805,0.13512882605716833,934.0,136.2710789511407,0.4557561168934472,0.3359900153669635,0.032659593488804255,180.96047980666725,0.6052189960089206,0.4510660033726124,0.021872117652535286,261.0374318143042,0.41496970485045176,136.2710789511407,0.4557561168934472
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,299,299,,299,934,36489,336,25544,7297,3648,15783,0.05,,,True,2.688379967548493,515.0,0.002607205999083817,18.99009092400229,288.6881926899987,0.36000251400037087,0.0,308.04093948300215,0.0028013359988108277,22.98552611800187,319.7928165310004,2.9693160679998982,1564.4806892169981,1910.231160141997,2218.272099624999,0.17493640344136088,0.3253449781447605,0.4182539939335438,4468.575489506123,8310.612121729762,66.84740450837357,-0.1257041614384257,0.1257041614384257,-3210.987099783146,3210.987099783146,0.6756185405574695,negative,0.024204654749232522,0.12101897130316715,0.1555784520723629,618.2837009143956,3091.3086029681017,24.86531119681384,-0.04675833139504237,0.04675833139504237,-1194.3948171549623,1194.3948171549623,0.20000711036120888,1.2855707695830605,0.1505477765184984,0.3029888470227724,0.38800486661702893,1098.5471252554828,2210.90961672517,33.144337755572714,-0.1429120611787378,0.1429120611787378,-1042.8293104212498,1042.8293104212498,0.707551048376045,negative,0.0208301810384271,0.11270313373859309,0.14432664701442732,151.99783103740256,822.3947668905138,12.32874004257542,-0.05315917500644743,0.05315917500644743,-387.90250002204687,387.90250002204687,0.18482344143811677,1.2805912508979806,0.23313776229307948,0.3608137064388039,0.4828434138445708,850.4865568451539,1316.2484010887565,29.16310266149941,0.015600788496860269,0.015600788496860269,56.91167643654626,56.91167643654626,0.4336622807017544,positive,0.03225754579551639,0.13421231775053966,0.17960385796389894,117.67552706204378,489.6065351539687,10.847835132506567,0.005803044467366148,0.005803044467366148,21.169506216951707,21.169506216951707,0.24034713308113392,1.338206961731549,1.3327000996177896,1.1090188282490157,1.3327000996177896,1.1090188282490154,0.18613111886987177,0.33572566772509954,0.43142915857632036,6791.738396442751,12250.293889621156,82.41200395842071,-0.1132833262461761,0.1132833262461761,-4133.595291396719,4133.595291396719,0.6438926799857492,negative,0.02575358462679137,0.12488028916211735,0.16047923425412824,939.7225494469902,4556.7568712365,30.654894379967942,-0.04213813806590667,0.04213813806590667,-1537.5785198868684,1537.5785198868684,0.20622617708194546,1.2850645632778523,48,2.373106540956208e-07,0.008658991146641011,0.18783341687040772,0.3389682735858739,0.43339752753148897,2964.574818465645,5349.936262005847,54.4479092203332,-0.10787958699360364,0.10787958699360364,-1702.6635215200463,1702.6635215200463,0.6451878603560793,negative,0.02598911899569757,0.12608644524865123,0.16121141087310653,410.1862651090948,1990.0223653594624,20.253055698069236,-0.04012810253603324,0.04012810253603324,-633.3418423262126,633.3418423262126,0.2061214347382482,1.278578443187818,1.009145692621802,1.0096584985078636,1.004562438388875,0.43649720372303713,0.4367190134547291,0.6606793501563654,1.009145692621802,1.0096584985078636,1.004562438388875,0.4364972037230372,0.4367190134547291,0.6606793501563654,0.8056756444041044,0.9394550914693838,0.8975943651806781,3.485739774021376,4.0645339113654835,1.8670135977066091,0.8056756444041043,0.9394550914693838,0.897594365180678,3.4857397740213756,4.0645339113654835,1.867013597706609,,,,,,,,,,,,,,,,
