dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,299,934,0.05,,,515.0,0.024205,0.121019,0.02083,0.112703,0.032258,0.134212,1.3327,0.025754,0.12488,-0.042138,0.008659,0.025989,0.126086,-0.10788,-0.040128,-1702.663522,-633.341842,0.645188,0.206121,,,,0.002607,18.990091,288.688193,0.360003,0.0,308.040939,0.002801,22.985526,319.792817,2.969316,1564.480689,1910.23116,2218.2721,,,,,,,,,,,,,1.009146,1.009658
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,299,934,0.01,True,False,,0.015032,0.09101,0.013884,0.085612,0.024647,0.11792,1.639666,0.015535,0.092404,0.001361,-0.000978,0.017235,0.096722,0.009042,0.003364,142.71654,53.086447,0.470443,0.178187,,,,0.002809,18.127734,2.130878,0.003219,0.0,20.264694,0.002697,22.038444,2.198875,0.041832,476.246283,500.52814,520.792834,,,,,,136.271079,0.455756,180.96048,0.605219,0.33599,0.451066,261.037432,1.10938,1.046733
