dataset,model,selection_mode,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,n_features,metric_scale,selection_design_seconds,selection_fit_seconds,selection_training_inference_seconds,selection_validation_inference_seconds,selection_total_inference_seconds,selection_total_seconds,training_mse,training_mae,training_rmse,training_sum_squared_error,training_sum_absolute_error,training_root_sum_squared_error,training_mean_gap,training_abs_mean_gap,training_cumulative_gap,training_abs_cumulative_gap,training_same_sign_gap_share,training_effect_direction,training_scaled_mse,training_scaled_mae,training_scaled_rmse,training_scaled_sum_squared_error,training_scaled_sum_absolute_error,training_scaled_root_sum_squared_error,training_scaled_mean_gap,training_abs_scaled_mean_gap,training_scaled_cumulative_gap,training_abs_scaled_cumulative_gap,training_scaled_mse_to_mae_ratio,training_scaled_rmse_to_mae_ratio,validation_mse,validation_mae,validation_rmse,validation_sum_squared_error,validation_sum_absolute_error,validation_root_sum_squared_error,validation_mean_gap,validation_abs_mean_gap,validation_cumulative_gap,validation_abs_cumulative_gap,validation_same_sign_gap_share,validation_effect_direction,validation_scaled_mse,validation_scaled_mae,validation_scaled_rmse,validation_scaled_sum_squared_error,validation_scaled_sum_absolute_error,validation_scaled_root_sum_squared_error,validation_scaled_mean_gap,validation_abs_scaled_mean_gap,validation_scaled_cumulative_gap,validation_abs_scaled_cumulative_gap,validation_scaled_mse_to_mae_ratio,validation_scaled_rmse_to_mae_ratio,selected_for_model
bess,SCM,single_validation_split,0.01,True,False,,340,2.688379967548493,0.40557559998705983,0.25163050019182265,0.0023082999978214502,0.0007795998826622963,0.0030878998804837465,0.2547275999095291,1.2745815136609997,0.883150243729433,1.1289736549897875,32557.910184956578,22559.189825824637,180.4381062440985,0.030675495197146095,0.030675495197146095,783.5748493158999,783.5748493158999,0.5160898841215158,positive,0.17635440583560394,0.3285064813716674,0.4199457177250459,4504.796942664667,8391.369560157871,67.11778410126982,0.011410401642413205,0.011410401642413205,291.4672995538029,291.4672995538029,0.5368369144476001,1.2783483478669193,1.1270602262161138,0.8433813055687033,1.0616309274960456,8224.158470698982,6154.153386734828,90.68714611618883,-0.03937457997862708,0.03937457997862708,-287.3163101040418,287.3163101040418,0.5078799506646567,negative,0.15594297767929874,0.31371358057610227,0.3948961606287136,1137.9159081258429,2289.167997463818,33.73300917685588,-0.014646210897982683,0.014646210897982683,-106.87340092257963,106.87340092257963,0.49708711173078873,1.2587792976750576,True
bess,NN-SCM,single_validation_split,0.05,,,255.0,340,2.688379967548493,0.5999362000729889,44.52611570013687,0.9047222000081092,0.28508189995773137,1.1898040999658406,45.71592610003427,0.6136639712683393,0.5604802269878262,0.7833670731326019,15675.432482078459,14316.906918177032,125.20156741062972,-0.08572972477196507,0.08572972477196507,-2189.8800895750755,2189.8800895750755,0.5477215784528656,negative,0.0849081395546813,0.2084825187486137,0.2913900127915871,2168.893516784779,5325.477458914588,46.57138087693749,-0.031888991067784644,0.031888991067784644,-814.572387835491,814.572387835491,0.4072674297314239,1.3976712030371357,0.49185497432927566,0.5037534602939779,0.7013237300485958,3589.0657476807246,3675.8889997651568,59.908811936815475,-0.007439605804452895,0.007439605804452895,-54.286803555092774,54.286803555092774,0.49732766890502944,negative,0.06805433063749586,0.18738179363586974,0.2608722496500842,496.5924506618073,1367.3249481609414,22.28435439185545,-0.0027673193128414067,0.0027673193128414067,-20.193129025803746,20.193129025803746,0.36318539446656517,1.392196352635118,True
