dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,50,386,0.05,,,175.0,0.032028,0.134676,0.025172,0.119138,0.038933,0.153751,1.215585,0.033169,0.139717,-0.029744,-0.004196,0.036224,0.148909,-0.097635,-0.036317,-1540.976444,-573.198901,0.589939,0.243263,,,,0.000438,1.202953,69.064479,0.320244,0.0,70.588159,0.000541,1.99209,76.520238,2.202316,1193.603716,1274.318911,1344.90707,,,,,,,,,,,,,1.092118,1.065786
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,50,386,0.01,True,False,,0.028721,0.12311,0.023888,0.112533,0.03918,0.141369,1.364154,0.028493,0.122033,0.012897,-0.010597,0.02732,0.122708,-0.022025,-0.008193,-347.622358,-129.305516,0.561427,0.222645,,,,0.000371,0.921718,0.257037,0.001428,0.0,1.180608,0.000485,1.545974,0.268025,0.016779,108.427504,110.258775,111.439383,,,,,,27.841301,0.556826,27.841301,0.556826,0.272279,0.272279,43.767057,0.95885,1.005532
