dataset,kind,model,selection_mode,treated_unit,n_used_current_controls,n_features,lambda,sum_to_one_constraint,positive_weights_constraint,best_epoch,training_scaled_mse,training_scaled_mae,validation_scaled_mse,validation_scaled_mae,test_scaled_mse,test_scaled_mae,test_train_scaled_mse_ratio,pre_scaled_mse,pre_scaled_mae,pre_scaled_mean_gap,pre_gap_trend_scaled_total,post_scaled_mse,post_scaled_mae,post_mean_gap,post_scaled_mean_gap,post_cumulative_gap,post_scaled_cumulative_gap,post_same_sign_gap_share,post_scaled_mse_to_mae_ratio,selection_fit_seconds,selection_total_inference_seconds,selection_total_seconds,test_lag_construction_seconds,test_design_seconds,test_refit_seconds,test_inference_seconds,test_post_inference_seconds_unused,test_stage_total_seconds,pre_lag_construction_seconds,pre_design_seconds,pre_refit_seconds,pre_inference_seconds,post_inference_seconds,pre_post_stage_total_seconds,selected_model_total_seconds,placebo_n,placebo_p_value_abs_scaled_mean_effect,placebo_p_value_post_to_pre_scaled_mse_ratio,jackknife_n,jackknife_cv_abs_scaled_mean_effect,effective_donor_number_without_lags,effective_donor_share_without_lags,effective_donor_number_with_lags,effective_donor_share_with_lags,negative_weight_share_without_lags,negative_weight_share_with_lags,effective_feature_number_all_features,post_to_pre_scaled_mse_ratio,post_to_pre_scaled_mae_ratio
bess,bess_panel_features,NN-SCM,single_validation_split,netconsumption_1,299,635,0.05,,,68.0,0.025521,0.125768,0.021909,0.116918,0.032571,0.139326,1.276261,0.025589,0.124969,-0.04518,0.005144,0.026115,0.126342,-0.128146,-0.047667,-2022.525505,-752.321297,0.656212,0.206703,,,,0.000575,1.871976,41.888451,0.356276,0.0,44.117323,0.000703,3.056496,35.5816,2.45883,1359.909603,1401.007241,1445.124564,,,,,,,,,,,,,1.020569,1.010988
bess,bess_panel_features,SCM,single_validation_split,netconsumption_1,299,635,0.01,True,False,,0.017474,0.098756,0.015031,0.090285,0.028179,0.123419,1.612625,0.017788,0.099322,0.00434,0.001028,0.017867,0.098687,0.027349,0.010173,431.652523,160.562319,0.501996,0.181045,,,,0.000562,1.41042,0.832787,0.002064,0.0,2.245889,0.000605,2.380886,0.857139,0.027846,276.255785,279.522269,281.768158,,,,,,148.135846,0.495438,148.135846,0.495438,0.413857,0.413857,190.050176,1.004409,0.993612
